"MLS #","Cat","Status","Address","Zip Code","County","Structure Type","Total Finished SQFT","Beds","Bathrooms Full","Bathrooms Half","On Market Date","Close Date","List Price","Close Price","DOM","CDOM","Sale Type","Close Sale Type","Buyer Financing","Lot Size Acres","Year Built","New Construction YN","Year Major Reno/Remodel","Property Condition","Subdivision/Neighborhood","Legal Subdivision"
"VACU105828","RES","CLS","867 Lakeland Ct","22701","Culpeper, VA","Detached","","4","2","1","","04/29/05","$374,900.00","$385,000","20","25","Standard","","Conventional","0.38","2005","Yes","","","REDWOOD LAKES",""
"VACU105816","RES","CLS","889 Ambleside Dr","22701","Culpeper, VA","Detached","","4","2","1","","03/18/05","$414,150.00","$414,150","1","1","Standard","","Conventional","0.25","2005","Yes","","","REDWOOD LAKES",""
"VACU105806","RES","CLS","Lot 6r Celestine Dr","22737","Culpeper, VA","Detached","2,110","3","2","1","","02/14/06","$389,500.00","$389,500","44","44","Standard","","Conventional","8.80","2005","Yes","","","NONE AVAILABLE",""
"VACU105802","RES","CLS","-Lot80b Eggbornsville Rd","22737","Culpeper, VA","Detached","2,456","4","2","1","","07/29/05","$419,000.00","$419,000","49","49","Standard","","Conventional","5.02","2005","Yes","","","NONE AVAILABLE",""
"VACU105798","RES","CLS","1041 Virginia St","22701","Culpeper, VA","Detached","","5","3","1","","05/06/05","$379,900.00","$379,900","22","22","Standard","","Conventional","0.27","2005","Yes","","Very Good","REDWOOD LAKES",""
"VACU105772","RES","CLS","746 Colonels Ct","22701","Culpeper, VA","End of Row/Townhouse","","3","2","1","","04/15/05","$236,900.00","$238,000","4","4","Standard","","Conventional","0.00","2005","Yes","","Very Good","NONE AVAILABLE",""
"VACU105764","RES","CLS","7 Snaffle Ln","22701","Culpeper, VA","Detached","","3","3","1","","01/03/06","$497,500.00","$497,500","1","1","Standard","","Conventional","0.79","2005","Yes","","","CEDARBROOKE",""
"VACU105736","RES","CLS","29 Stallion Ln","22701","Culpeper, VA","Detached","","3","2","1","","04/18/06","$441,400.00","$441,400","30","30","Standard","","Cash","0.87","2005","Yes","","","CEDARBROOKE",""
"VACU105734","RES","CLS","773 Colonels","22701","Culpeper, VA","Interior Row/Townhouse","","3","2","1","","03/31/05","$232,000.00","$232,000","1","1","Standard","","Conventional","0.00","2005","Yes","","","CATALPA HILLS",""
"VACU105728","RES","CLS","10695 Settle School Rd","22737","Culpeper, VA","Detached","1,350","3","2","0","","07/29/05","$292,900.00","$299,900","102","102","Standard","","Conventional","1.00","2005","Yes","","","NONE AVAILABLE",""
"VACU105724","RES","CLS","765 Colonels Ct","22701","Culpeper, VA","Interior Row/Townhouse","","3","2","1","","03/28/05","$229,900.00","$232,000","2","2","Standard","","Conventional","0.05","2005","Yes","","Very Good","CATALPA HILLS",""
"VACU105722","RES","CLS","761 Colonels Ct","22701","Culpeper, VA","End of Row/Townhouse","1,400","3","2","1","","03/31/05","$245,000.00","$236,000","10","10","Standard","","Conventional","0.08","2005","Yes","","Very Good","CATALPA HILLS",""
"VACU105680","RES","CLS","778 Colonels Court","22701","Culpeper, VA","End of Row/Townhouse","1,224","3","3","1","","03/24/05","$244,900.00","$227,584","37","37","Standard","","Conventional","0.00","2004","Yes","","","CATALPA HILLS",""
